name,address,lat,lon,coordinate_source,outdoor_seating,outdoor_seating_source,category,osm_type,osm_id,osm_name,osm_address,osm_outdoor_seating_raw,google_place_id,google_name,google_address,google_outdoor_seating,google_price_level,google_price_range,google_rating,google_user_rating_count,google_maps_uri,google_match_distance_m,google_match_name_similarity
Shabaz Kaffebar,"Østerbrogade 124, 2100 København",55.7050963,12.577713,osm,yes,osm+google,cafe,node,7757554361,Shabaz,,yes,ChIJcXyXSQdTUkYRTO6PuBDYKNY,Shabaz Kaffebar,"Østerbrogade 124, 2100 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4.3,62,https://maps.google.com/?cid=15431821689512521292&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,14.2,0.571
Shabaz Kaffebar,"Strandboulevarden 98, 2100 København",55.7068903,12.586435,osm,yes,osm+google,cafe,node,2120271820,Shabaz Strandboulevarden,,yes,ChIJc_XmQO5SUkYRsBZIQErPk2w,Shabaz Kaffebar,"Strandboulevarden 98, 2100 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4,346,https://maps.google.com/?cid=7823824895485679280&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,6.7,0.564
Siciliansk Is,,55.6691686,12.5542314,osm,yes,osm,cafe,node,648987105,Siciliansk Is,,yes,,,,,,,,,,,
Sidecar,"Skyttegade 5, 2200 København",55.6871096,12.5492778,osm,yes,google,cafe,node,4402639618,Sidecar,,,ChIJTbepKqlTUkYRWmk3BbuIjtE,Sidecar,"Skyttegade 5, 2200 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4.5,1559,https://maps.google.com/?cid=15100156937447631194&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,1.6,1.0
Silberbauers Bistro,"Jægersborggade 40, 2200 København",55.6932511,12.5434247,osm,yes,osm+google,restaurant,node,8582838546,Silberbauers Bistro,,yes,ChIJYX5oGcJTUkYRMEjS3-IeMBk,Silberbauers Bistro,"Jægersborggade 40, 2200 København",True,,,4.7,297,https://maps.google.com/?cid=1814984609596852272&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,11.0,1.0
Skaal,"Kultorvet 11, 1175 København",55.682326,12.573648,osm,yes,google,cafe,node,1489625801,Skaal,,,ChIJ00YgpRpTUkYRyDvvWE2seVY,Skaal,"Kultorvet 11, 1175 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4.3,2049,https://maps.google.com/?cid=6231201007648324552&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,11.7,1.0
Skagen Fiskerestaurant Esplanaden,"Bredgade 78, 1260 København",55.6874375,12.5931364,osm,yes,osm+google,restaurant,node,9150188296,Skagen Fiskerestaurant Esplanaden,,yes,ChIJaxDxhZNTUkYRUZBU2Ouhj00,Skagen Fiskerestaurant Esplanaden,"Bredgade 78, 1260 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""700""}}",4.2,110,https://maps.google.com/?cid=5588863696908882001&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,9.3,1.0
Skindbuksen,"Lille Kongensgade 4, 1074 København",55.6797421,12.5844793,osm,yes,google,restaurant,node,1608834392,Skindbuksen,,,ChIJd_hcmhdTUkYRFle52SdQOvs,Skindbuksen,"Lille Kongensgade 4, 1074 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4.1,1208,https://maps.google.com/?cid=18102869784255878934&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.3,1.0
Skipper's Bodega,"Istedgade 66, 1650 København",55.6696331,12.5544432,osm,yes,osm,pub,node,736564703,Skippers Bodega,,yes,ChIJr-oJ-HRTUkYRf4fbGF1hGR4,Skipper's Bodega,"Istedgade 66, 1650 København",,PRICE_LEVEL_INEXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",3.9,266,https://maps.google.com/?cid=2168871748032497535&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,1.7,0.968
Skipperkroen,"Nyhavn 27, 1051 København",55.6803121,12.5898879,osm,yes,osm+google,pub,node,1629996639,Skipperkroen,,yes,ChIJt_c1tCJTUkYRx-fEkCykCaI,Skipperkroen,"Nyhavn 27, 1051 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""500""}}",3.6,1267,https://maps.google.com/?cid=11676044020249061319&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,4.3,1.0
Skipperstuen,"Amager Landevej 92, A, 2770 Tårnby",55.6322697,12.6209147,osm,yes,google,bar,node,1704944962,Skipperstuen,,,ChIJFxNtMFurU0YRDXbdgP5HdKE,Skipperstuen,"Amager Landevej 92, A, 2770 Tårnby",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""500""}}",4.5,64,https://maps.google.com/?cid=11634002895814096397&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,0.9,1.0
Skovbar,"Jagtvej 27, 2200 København",55.690773,12.5445454,osm,yes,osm+google,bar,node,6029934580,Skovbar,,yes,ChIJ4bNWfKNTUkYRBJHvN7oj0xE,Skovbar,"Jagtvej 27, 2200 København",True,PRICE_LEVEL_INEXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.7,192,https://maps.google.com/?cid=1284409601440059652&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,3.6,1.0
Sliders,"Enghave Pl. 4, 1670 København V",55.6676359,12.5475283,osm,yes,osm+google,restaurant,node,5613649001,Sliders,,yes,ChIJ_3KhB55TUkYRoJ4qCvfYwVM,Sliders,"Enghave Pl. 4, 1670 København V",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.2,922,https://maps.google.com/?cid=6035343531192262304&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,1.2,1.0
Smagsløget Frederiksberg,"Peter Bangs Vej 139, 2000 Frederiksberg",55.6782255,12.4955984,osm,yes,google,cafe,node,13017363995,Smagsløget Frederiksberg,,,ChIJwdEQBbFTUkYRteqfxwF0ZtM,Smagsløget Frederiksberg,"Peter Bangs Vej 139, 2000 Frederiksberg",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.4,84,https://maps.google.com/?cid=15232990340620217013&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,1.1,1.0
Sneezing Fruits,"Sturlasgade 14m, 2300 København",55.6627195,12.5758015,osm,yes,google,cafe,node,9212856521,Sneezing fruits,,,ChIJI6exeWFTUkYRtpt8geqjk38,Sneezing Fruits,"Sturlasgade 14m, 2300 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4.8,86,https://maps.google.com/?cid=9192871491983416246&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,7.6,1.0
Snuppy Bar ApS,"Hvidovrevej 267, 2650 Hvidovre",55.638631,12.479663,osm,yes,osm+google,bar,node,8130376026,Snuppy bodega,,yes,ChIJnSeQCBlUUkYRWgNfLYUJmUA,Snuppy Bar ApS,"Hvidovrevej 267, 2650 Hvidovre",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.1,143,https://maps.google.com/?cid=4654762157460620122&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,0.6,0.667
Social Brew,"Vester Farimagsgade 3, 1606 København",55.674923,12.561845,osm,yes,osm+google,cafe,node,7684763781,Social Brew,,yes,ChIJQWQHxLJTUkYRw6lLMastL5A,Social Brew,"Vester Farimagsgade 3, 1606 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.5,1484,https://maps.google.com/?cid=10389573078656723395&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,16.6,1.0
Social Brew,"Kultorvet 9, 1175 København",55.6822485,12.5737167,osm,yes,osm+google,cafe,node,12769833302,Social Brew Kultorvet,,yes,ChIJA1sYr_xTUkYRSF68TkqRE9Y,Social Brew,"Kultorvet 9, 1175 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.7,273,https://maps.google.com/?cid=15425832897008655944&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,5.9,0.688
Sofie Kælderen,"Overgaden Oven Vandet 32, 1415 København",55.6716209,12.5899698,osm,yes,google,cafe,node,727708793,Sofiekælderen,,,ChIJ75yy4T5TUkYRagITkSHVJQM,Sofie Kælderen,"Overgaden Oven Vandet 32, 1415 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""500""}}",4.3,568,https://maps.google.com/?cid=226821696396657258&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,4.4,0.963
Sokkelund Café & Brasserie,"Smallegade 36, 2000 Frederiksberg",55.6794091,12.5259137,osm,yes,google,cafe,node,280034116,Sokkelund,,,ChIJ0ddx6b5TUkYRERZTb4l8JN0,Sokkelund Café & Brasserie,"Smallegade 36, 2000 Frederiksberg",True,PRICE_LEVEL_EXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""700""}}",4.4,1684,https://maps.google.com/?cid=15934998311263737361&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,7.9,0.5
Sol & Luna,"Sortedam Dossering 3, 5, 2200 København",55.6878142,12.5629432,osm,yes,google,restaurant,node,13619064246,Sol & Luna,,,ChIJxxB3YN5TUkYRYSXXAbiRaDk,Sol & Luna,"Sortedam Dossering 3, 5, 2200 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.2,12,https://maps.google.com/?cid=4136716477230687585&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,12.2,1.0
Solène,"Århusgade 1, 2100 København",55.7060862,12.5782646,osm,yes,osm,restaurant,node,4717234777,Solène,,yes,ChIJj_PMBslTUkYRxSW3lnj1_24,Solène,"Århusgade 1, 2100 København",,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""400""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""500""}}",4.3,15,https://maps.google.com/?cid=7998381361506756037&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,6.2,1.0
Sommersted Bar,"Sommerstedgade 2, 1718 København V",55.6674433,12.5550445,osm,yes,google,bar,node,9585572020,Cafe Sommersted,,no,ChIJA7YJGnRTUkYRujbyYf0XGaE,Sommersted Bar,"Sommerstedgade 2, 1718 København V",True,PRICE_LEVEL_INEXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""500""}}",4.2,197,https://maps.google.com/?cid=11608335891561592506&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,7.4,0.69
Sonny,"Frederiksberg Allé 12, 1820 Frederiksberg",55.673307,12.5482066,osm,yes,google,cafe,node,12919991688,Sonny,,,ChIJQwXXMytTUkYRd1MummlekVw,Sonny,"Frederiksberg Allé 12, 1820 Frederiksberg",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.2,166,https://maps.google.com/?cid=6670216330763719543&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,1.9,1.0
Sonny,"Rådhusstræde 5, 1466 København",55.6769327,12.5742719,osm,yes,google,cafe,node,4881659271,Sonny,,,ChIJOyzDdhFTUkYRdBMFJJDRXJA,Sonny,"Rådhusstræde 5, 1466 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.3,920,https://maps.google.com/?cid=10402419656328811380&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,3.7,1.0
Sort Kaffe & Vinyl,"Skydebanegade 4, st. tv, 1709 København",55.6690548,12.5539577,osm,yes,google,cafe,node,648988838,Sort Kaffe og Vinyl,,,ChIJS1TVUXRTUkYR0CjJXQdP6JE,Sort Kaffe & Vinyl,"Skydebanegade 4, st. tv, 1709 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",4.6,397,https://maps.google.com/?cid=10513740223153252560&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,12.3,0.872
South Harbour Café,"Hørdumsgade 1, 2450 København",55.6537185,12.5382146,osm,yes,osm+google,cafe,node,4717336088,South Harbour Café,,yes,ChIJjxySUIBTUkYRPtnwEUYU8qg,South Harbour Café,"Hørdumsgade 1, 2450 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.6,959,https://maps.google.com/?cid=12173815033917135166&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,3.5,1.0
Spisehuset 1820,"Frederiksberg Allé 31, 1820 Frederiksberg",55.6734812,12.5428116,osm,yes,google,restaurant,node,4009557078,Spisehuset 1820,,,ChIJ_4Keo_dTUkYRS739O__eRZs,Spisehuset 1820,"Frederiksberg Allé 31, 1820 Frederiksberg",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4.6,75,https://maps.google.com/?cid=11188594037076376907&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,7.5,1.0
Spisehuset BRØK,"Brønshøjvej 3, 2700 København",55.7033899,12.4981011,osm,yes,osm,cafe,node,12620199530,Cafe Brøk,,yes,ChIJvxhyLgBTUkYRpWbEQwZAoC8,Spisehuset BRØK,"Brønshøjvej 3, 2700 København",,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",3.7,10,https://maps.google.com/?cid=3431813311707244197&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,4.6,0.5
Spiseriet Copenhagen,"Teglholmsgade 10F, 2450 København",55.6512651,12.5460454,osm,yes,osm+google,restaurant,node,9253887118,Spiseriet Teglholmen,,yes,ChIJec40PO5TUkYRy81_HG4U0b0,Spiseriet Copenhagen,"Teglholmsgade 10F, 2450 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4,233,https://maps.google.com/?cid=13677736006458002891&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,6.5,0.65
Spisestedet Jagten,"Hvidovre Strandvej 29A, 2650 Hvidovre",55.6255862,12.4958722,osm,yes,google,restaurant,node,9021334087,Spisestedet Jagten,,,ChIJM-dOFEdUUkYRhB3T6GH07Fc,Spisestedet Jagten,"Hvidovre Strandvej 29A, 2650 Hvidovre",True,PRICE_LEVEL_INEXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.3,271,https://maps.google.com/?cid=6335707477158600068&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,10.6,1.0
Sportscafeen v/ Lars Knudsen,"Genforeningspladsen 54, 2400 København",55.6999416,12.5184016,osm,yes,google,cafe,node,5873151393,Sports Caféen,,,ChIJq9IDIzNSUkYR_K8WWosv7yY,Sportscafeen v/ Lars Knudsen,"Genforeningspladsen 54, 2400 København",True,,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""400""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""500""}}",4.5,41,https://maps.google.com/?cid=2805513368433504252&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,5.1,0.55
Sporvejen,"Gråbrødretorv 17, 1154 København",55.679453,12.575676,osm,yes,osm+google,restaurant,node,1489660498,Sporvejen,,yes,ChIJXe7R8BBTUkYR9LDLlqUGyfI,Sporvejen,"Gråbrødretorv 17, 1154 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.7,4945,https://maps.google.com/?cid=17494521535766704372&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,1.8,1.0
St. Pauli 54,"Halmtorvet 54, 1700 København",55.668674,12.5565742,osm,yes,google,bar,node,698796999,St. Pauli Minibar,,,ChIJZVWicHRTUkYRoZICzfq7oCg,St. Pauli 54,"Halmtorvet 54, 1700 København",True,PRICE_LEVEL_INEXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.4,118,https://maps.google.com/?cid=2927546443646538401&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.5,0.667
Stamsted,"Else Alfelts Vej 52a, 2300 København",55.6199862,12.568745,osm,yes,google,bar,node,11840948668,Stamsted,,,ChIJdxZ7LjhVUkYRm3-GYUKBODw,Stamsted,"Else Alfelts Vej 52a, 2300 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4.7,110,https://maps.google.com/?cid=4339360363075501979&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.9,1.0
Starbucks,"Rådhuspladsen 45-47, 84 1550 København",55.6766898,12.5689251,osm,yes,google,cafe,node,4564101605,Starbucks,,,ChIJge7LAA5TUkYRBZefY6niHF4,Starbucks,"Rådhuspladsen 45-47, 84 1550 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",3.7,1087,https://maps.google.com/?cid=6781544356061878021&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,5.5,1.0
Starbucks,"Fiolstræde 20, 1171 København",55.6809046,12.5729797,osm,yes,osm,cafe,node,12920336216,Starbucks,,pedestrian_zone,ChIJ9-dQuwdTUkYRaExXiKwjJ2Y,Starbucks,"Fiolstræde 20, 1171 København",,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",3.8,104,https://maps.google.com/?cid=7360891339889134696&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.3,1.0
Starbucks,"Falkoner Alle, Frederiksberg Centret 21, 2000 Frederiksberg",55.681362,12.532342,osm,yes,google,cafe,node,4407012209,Starbucks,,,ChIJZUYjkbtTUkYR8TA9N9VQA4U,Starbucks,"Falkoner Alle, Frederiksberg Centret 21, 2000 Frederiksberg",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",3.7,500,https://maps.google.com/?cid=9584593308659560689&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,16.2,1.0
Starbucks,"Frederiksborggade 15, 1360 København",55.683693,12.5709974,osm,yes,osm+google,cafe,node,281999239,Starbucks,,yes,ChIJQXZkPgVTUkYRxaXw0D8BS2w,Starbucks,"Frederiksborggade 15, 1360 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""1""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}}",3.8,777,https://maps.google.com/?cid=7803332152949515717&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,14.5,1.0
Stefanos MAD & KAFFE,"Husumgade 50, 2200 København",55.6947779,12.5435241,osm,yes,osm+google,cafe,node,4818936061,Stefanos Mad & Kaffe,,yes,ChIJpbU5vbJTUkYRwrTNTacC7rM,Stefanos MAD & KAFFE,"Husumgade 50, 2200 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}}",4,379,https://maps.google.com/?cid=12965303294834357442&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,10.4,1.0
Stempel - Bar & Kitchen,"Enghave Pl. 2, 1670 København",55.6673953,12.5477771,osm,yes,osm+google,cafe,node,893929266,Stempel,,yes,ChIJUx57_p1TUkYRzYlU5LqZG-k,Stempel - Bar & Kitchen,"Enghave Pl. 2, 1670 København",True,PRICE_LEVEL_MODERATE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}}",4,1099,https://maps.google.com/?cid=16797188263182109133&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,4.0,0.467
Sticks'n'Sushi,"Øster Farimagsgade 16, 2100 København",55.6905436,12.5755799,osm,yes,google,restaurant,node,872697609,Sticks'n'Sushi,,,ChIJ8fKK0QJTUkYRYyVQxT_GZW0,Sticks'n'Sushi,"Øster Farimagsgade 16, 2100 København",True,PRICE_LEVEL_EXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""100""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""600""}}",4.4,315,https://maps.google.com/?cid=7882924699977524579&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,2.8,1.0
Sticks'n'Sushi - Amager,"Amager Strandvej 110, 2300 København",55.6606055,12.6326843,osm,yes,osm+google,restaurant,way,220956111,Sticks'n'Sushi,,yes,ChIJyebLpbmsU0YRKvWPn3nPXRM,Sticks'n'Sushi - Amager,"Amager Strandvej 110, 2300 København",True,PRICE_LEVEL_EXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""300""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""700""}}",4.5,877,https://maps.google.com/?cid=1395499580829725994&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,1.1,0.8
Sticks'n'Sushi - Restaurant Frederiksberg,"Gl. Kongevej 120, 1850 Frederiksberg",55.6763953,12.5421724,osm,yes,google,restaurant,node,4003450025,Sticks'n'Sushi,,,ChIJjecHNaJTUkYR-K7vDLGblPI,Sticks'n'Sushi - Restaurant Frederiksberg,"Gl. Kongevej 120, 1850 Frederiksberg",True,PRICE_LEVEL_EXPENSIVE,"{""startPrice"": {""currencyCode"": ""DKK"", ""units"": ""200""}, ""endPrice"": {""currencyCode"": ""DKK"", ""units"": ""800""}}",4.4,537,https://maps.google.com/?cid=17479767238460288760&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,7.9,0.528
